id,ejercicio,lluvia,lluvia_normal,lluvia_anom,thi_dias,gw,gw_z
1607004,2023,633.2132049668606,1103.0718760482368,-42.59547190747428,79,0.628926267281106,-2.3430436942357833
1607004,2024,1239.7180354898167,1103.0718760482368,12.387783825213248,63,0.6591353355580274,-1.4367363875684407
1607004,2025,762.4524674610071,1103.0718760482368,-30.879167167918492,61,0.6522569764464926,-1.6430951889561796
1607004,2026,677.0185785345647,1103.0718760482368,-38.624255296945044,63,0.6399672299027138,-2.0118019291844336
1607005,2021,854.7289096144158,1111.3431259402607,-23.090457873551376,40,0.7104044418842805,-0.3412071884863968
1607005,2022,867.8975274554386,1111.3431259402607,-21.905529696676982,41,0.7010844214029698,-0.6139585118095573
1607005,2023,644.0334384367718,1111.3431259402607,-42.04909146381932,79,0.6382061571940604,-2.4540971473022757
1607005,2024,1244.005507837665,1111.3431259402607,11.937121740431348,66,0.6712378877765418,-1.4874202772146634
1607005,2025,762.8781458562112,1111.3431259402607,-31.35530080228174,62,0.6614049539170507,-1.7751820613977958
1607005,2026,678.4619767042574,1111.3431259402607,-38.95116990711224,63,0.6444295314900154,-2.2719694815786977
